Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Fenton Robinson,You Don't Know What Love Is,35,0.626,0.582,6,-8.536,0,0.094,0.167,0.000222,0.304,0.911,84.727,237107,4,2
Primal Scream,Movin' on Up,63,0.523,0.76,5,-12.437,1,0.0325,0.103,0.00068,0.0666,0.581,94.267,228267,4,9
Mvlholland,83,37,0.643,0.334,11,-7.236,1,0.0476,0.676,1.27E-06,0.116,0.196,177.855,219461,3,-1
Muzi,Interblaktic,34,0.594,0.527,,-8.022,1,0.379,0.206,0.00197,0.338,0.386,111.131,184175,4,-1
Jennifer Loveless,"In 10,000 Places",32,0.576,0.898,9,-8.62,0,0.0508,0.0121,0.888,0.227,0.377,125.976,219894,4,-1
Aquilo,Moving On,49,0.792,0.729,,-8.153,1,0.027,0.169,0.00128,0.152,0.825,112.974,194745,4,-1
Simply Red,If You Don't Know Me by Now - Live at Sydney Opera House,38,0.513,0.58,10,-7.419,1,0.0367,0.76,6.14E-06,0.896,0.239,91.52,3.681116667,3,-1
Bombay Bicycle Club,Always Like This,66,0.659,0.591,1,-6.713,1,0.0313,0.441,0.000861,0.0862,0.707,121.14,245640,4,6
Bad Flamingo,Bottom Shelf Gin,22,0.647,0.533,7,-10.563,0,0.0505,0.397,0.00609,0.149,0.398,84.997,182293,4,-1
carolesdaughter,Trailer Trash,59,0.639,0.792,10,-4.262,1,0.0348,0.012,,0.365,0.682,97.094,152272,4,-1
Dorian Electra,My Agenda (feat. Village People & Pussy Riot),46,0.642,0.757,1,-6.994,0,0.314,0.0139,0.000387,0.108,0.576,137.084,171894,4,9
Tee Grizzley,Late Night Calls,53,0.784,0.533,1,-6.279,1,0.206,0.121,,0.107,0.0979,131.923,174545,4,-1
The Murder Capital,Feeling Fades - Single Mix,22,0.35,0.866,,-7.083,1,0.107,0.0345,0.0657,0.135,0.35,164.813,251583,4,-1
underscores,Spoiled little brat,52,0.504,0.829,5,-4.528,1,0.0989,0.236,1.18E-05,0.355,0.419,172.013,199797,4,9
The Ting Tings,Shut Up and Let Me Go,54,0.852,0.927,7,-4.497,1,0.0581,0.0109,0.00268,0.054,0.887,107.993,171227,4,1
Puerto Austral,Bamb√∫,24,0.378,0.745,11,-10.021,1,0.0297,0.231,0.871,0.143,0.408,144.118,213513,4,10
DragonForce,My Heart Will Go On,28,0.277,0.991,1,-4.7,0,0.477,0.00181,5.22E-05,0.325,0.0702,199.869,203893,4,8
The Gun Club,Preaching the Blues,26,0.341,0.816,9,-9.729,1,0.0718,0.000664,0.000136,0.218,0.376,157.086,240840,4,10
Selda Baƒücan,√áemberimde G√ºl Oya,41,0.559,0.444,1,-6.755,1,0.0265,0.841,4.04E-06,0.102,0.686,101.185,150674,5,-1
The Subways,Fight,42,0.446,0.963,6,-5.972,1,0.0987,0.0612,,0.323,0.727,165.028,161613,4,-1
Tabarnak,◊î◊©◊ô◊® ◊î◊õ◊ô ◊ò◊ï◊ë ◊î◊ï◊ê ◊ë◊¢◊ï◊ú◊ù,17,0.449,0.966,9,-2.925,1,0.076,0.00406,,0.479,0.626,132.09,85114,4,-1
Big Bill Broonzy,Mean Old World (Tk. 1),35,0.561,0.195,,-17.093,1,0.195,0.962,0.000126,0.337,0.516,80.771,183432,4,2
Jørgen Emborg,Running,37,0.609,0.654,1,-10.006,1,0.0338,0.157,0.721,0.0658,0.764,105.11,5.817683333,4,-1
SBK,Vexed Riddim,20,0.837,0.768,4,-4.532,0,0.0502,0.303,0.74,0.119,0.668,140.073,137143,4,-1
Ichon,La vie,57,0.855,0.411,3,-10.648,0,0.0349,0.259,2.00E-06,0.0777,0.899,111.02,229225,4,-1
Jake Scott,Off,62,0.659,0.29,6,-11.773,1,0.187,0.424,,0.118,0.932,187.679,165604,4,-1
Spoon,I Turn My Camera On,57,0.943,0.466,10,-6.418,1,0.0367,0.028,1.29E-05,0.0909,0.782,100.172,212107,4,6
Lion's Share,Aim Higher,31,0.573,0.981,4,-3.479,1,0.0426,0.000401,0.0055,0.403,0.641,131.037,279031,4,8
Elora Bonilla,Transition,50,0.0749,0.173,8,-18.872,1,0.0461,0.957,0.967,0.107,0.0373,175.65,2.919516667,5,-1
binki,Clay Pigeon,,0.579,0.993,9,-2.702,1,0.121,0.000339,0.495,0.597,0.247,131.976,149665,4,-1
Gifted Gambler,How About You,29,0.475,0.728,1,-10.709,1,0.054,0.00144,0.272,0.117,0.709,160.014,237617,4,-1
fern,Wasting Time,37,0.542,0.752,9,-6.463,1,0.218,0.229,0.0891,0.129,0.514,172.511,144706,4,-1
Cardi B,Bickenhead,58,0.884,0.814,7,-5.333,1,0.303,0.154,1.67E-06,0.158,0.907,155.938,181624,4,-1
John Mayall & The Bluesbreakers,All Your Love - Stereo,59,0.321,0.625,2,-5.219,0,0.0302,0.491,5.08E-05,0.345,0.777,107.338,212600,4,-1
Jesper Kyd,Leaving Valhalla,46,0.23,0.333,,-14.298,1,0.0385,0.843,0.936,0.0991,0.128,90.015,92387,1,-1
Phil Campbell and the Bastard Sons,Born to Roam,41,0.366,0.888,9,-5.462,0,0.0382,0.000759,,0.0648,0.748,184.992,298703,4,10
Drenge,Bloodsports,30,0.22,0.862,11,-7.276,0,0.174,0.00104,0.00832,0.14,0.602,194.606,152107,4,10
Shalom Hanoch,◊õ◊õ◊î ◊ï◊õ◊õ◊î,29,0.684,0.598,4,-11.118,0,0.0274,0.0326,0.000121,0.0484,0.713,123.529,261040,4,-1
Ted Nugent,Stranglehold,68,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,503067,4,10
Albert King,Crosscut Saw,50,0.84,0.412,1,-14.23,1,0.056,0.0217,0.784,0.041,0.963,122.807,156398,4,2
PAGO,Going On,18,0.431,0.6,2,-3.684,1,0.0285,0.119,0.00193,0.115,0.0817,135.924,262000,4,10
Jonah Kagen,Broken,67,0.495,0.351,1,-11.966,1,0.0626,0.53,,0.104,0.237,83.365,195402,4,-1
Fenix TX,All My Fault,47,0.508,0.915,2,-3.317,1,0.0413,0.00775,,0.109,0.772,103.306,169240,4,9
BarbWalters,Roses,42,0.683,0.874,5,-4.824,0,0.387,0.173,3.03E-06,0.202,0.687,120.074,240000,4,9
Moose Blood,Knuckles (Acoustic),46,0.565,0.356,6,-7.97,1,0.0291,0.821,0.000412,0.102,0.0942,124.809,227350,4,9
"G. I. Gurdjieff, Anja Lechner, Vassilis Tsabropoulos",Woman´s Prayer,41,0.103,0.00526,5,-29.845,0,0.0468,0.989,0.839,0.0997,0.0433,82.597,1.980883333,1,-1
Loma,Homing,37,0.203,0.23,11,-16.7,1,0.0298,0.481,0.865,0.158,0.0593,81.058,280182,4,-1
Israel Nash,Canyonheart,33,0.522,0.53,10,-6.289,1,0.0265,0.315,0.371,0.16,0.519,144.037,231341,4,4
Kanye West,Gold Digger,78,0.629,0.696,1,-5.572,0,0.348,0.0195,,0.0554,0.623,93.034,207627,4,-1
The Beatles,Let It Be - Remastered 2009,78,0.443,0.403,,-8.339,1,0.0322,0.631,,0.111,0.41,143.462,243027,4,10
Rory Block,Gimme a Pigfoot and a Bottle of Beer,35,0.831,0.46,5,-10.298,0,0.0351,0.543,0.000171,0.128,0.689,99.943,226733,4,2
Steve Harley,Make Me Smile (Come up and See Me),64,0.571,0.818,,-8.277,1,0.0337,0.00706,0.000177,0.0877,0.773,141.463,239213,4,10
Danny Shell,Whoboy,32,0.59,0.631,1,-6.505,0,0.0568,0.0351,6.56E-06,0.0804,0.483,90.123,132167,4,-1
Elvis Presley,Can't Help Falling in Love,7,0.678,0.163,2,-16.594,1,0.06,0.909,0.805,0.0949,0.507,139.914,169714,4,10
Sleater-Kinney,A New Wave,36,0.32,0.932,7,-4.85,1,0.0992,0.0024,0.0145,0.508,0.607,173.83,218533,4,-1
JID,Cludder,53,0.563,0.815,1,-5.944,1,0.346,0.274,0.0019,0.287,0.523,127.313,192382,3,-1
Orions Belte,Joe Frazier,44,0.432,0.63,7,-9.511,0,0.0384,0.0663,0.687,0.223,0.569,133.77,338613,4,10
swim school,let me inside your head,35,0.449,0.863,4,-8.086,0,0.0508,0.00183,0.548,0.146,0.331,109.012,214780,4,-1
Quruli,I Love You,31,0.488,0.71,9,-5.846,1,0.0302,0.0169,0.000172,0.139,0.634,113.704,238400,4,10
CSS,Let's Make Love And Listen To Death From Above - Spank Rock Remix,27,0.838,0.73,10,-6.853,1,0.0556,0.00923,0.605,0.116,0.849,120,270120,4,1
Jim Diamond,I Should Have Known Better,54,0.529,0.425,5,-10.94,1,0.023,0.48,0.00629,0.0875,0.444,77.99,218747,4,-1
Equipe de Foot,Fireworks,15,0.426,0.861,7,-6.882,1,0.0443,0.00193,0.00917,0.231,0.173,105.698,253907,3,10
AQ,Know Your Worth,38,0.667,0.249,6,-16.038,0,0.456,0.0166,2.24E-05,0.238,0.26,113.845,122881,3,-1
Crowded House,Weather With You,70,0.643,0.614,2,-12.878,1,0.0279,0.25,7.17E-06,0.214,0.891,93.982,224467,4,-1
Daniela Spector,◊ë◊î◊™◊ó◊ú◊î,25,0.559,0.297,9,-9.793,1,0.0268,0.468,0.0002,0.112,0.142,107.989,258910,4,-1
Tuna,◊ì◊ë◊®◊ô◊ù ◊î◊ï◊ú◊õ◊ô◊ù ◊ú◊î◊©◊™◊†◊ï◊™,38,0.717,0.65,9,-6.824,1,0.0795,0.232,1.81E-06,0.271,0.705,91.961,325347,4,-1
Giraffes? Giraffes!,"When the Catholic Girls Go Camping, the Nicotine Vampires Rule Supreme.",39,0.319,0.75,4,-4.86,0,0.0374,1.81E-05,0.884,0.0863,0.38,138.112,232987,3,10
Martin Brugger,E 79th,27,0.437,0.418,8,-14.682,1,0.0278,0.13,0.446,0.132,0.0791,129.701,210939,3,-1
The Groans,Colors,24,0.529,0.835,4,-6.128,1,0.0358,0.00225,0.00545,0.151,0.694,134.791,249339,4,-1
George Cables,My One and Only Love,38,0.427,0.101,,-23.413,1,0.0343,0.982,0.924,0.141,0.111,107.357,7.05,4,-1
Sam Valdez,Palms Casino,23,0.609,0.657,7,-8.381,0,0.0305,0.362,0.000161,0.157,0.53,127.986,193347,4,-1
"Shruti Iyer, Chintan Trivedi",Thillana,17,0.838,0.763,11,-8.938,1,0.0447,0.672,0.0548,0.0803,0.961,139.963,2.54285,4,6
Rasika Shekar,Lalitha,18,0.38,0.162,3,-15.351,0,0.0341,0.989,0.938,0.134,0.111,85.067,229411,4,6
Jim-E Stack,Note To Self (feat. Empress Of),50,0.739,0.846,8,-5.647,1,0.0486,0.277,0.544,0.14,0.353,100.007,137093,4,-1
Ulver,Bergtatt-Ind I Fjeldkamrene,30,0.184,0.859,9,-7.658,0,0.12,0.00131,0.947,0.13,0.0673,147.961,486480,4,8
The Beatles,Lucy In The Sky With Diamonds - Remastered 2009,68,0.311,0.325,2,-9.042,1,0.0283,0.0469,,0.139,0.668,65.09,208467,1,10
Mazzy Star,Fade Into You,73,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,295600,3,9
King Gizzard & The Lizard Wizard,Intrasport,53,0.655,0.9,7,-6.267,1,0.0423,0.0447,0.205,0.269,0.885,109.984,252631,4,10
Rival Sons,Shooting Stars - in the Woods,49,0.634,0.491,9,-3.967,1,0.0252,0.659,,0.369,0.245,91.932,263089,4,2
Michael Schenker Group,Sail the Darkness,45,0.544,0.924,11,-5.077,0,0.0353,0.0251,8.83E-05,0.431,0.74,97.987,217578,4,10
Bobby Freemont,Midnight Marauders,26,0.661,0.642,,-10.21,0,0.0759,0.438,0.549,0.204,0.237,67.455,192000,4,-1
Sl√∏tface,Luminous,27,0.426,0.538,10,-8.154,1,0.0367,0.00751,0.0031,0.0729,0.507,171.693,228507,4,-1
Rob Thomas,Lonely No More,57,0.551,0.896,9,-3.152,0,0.109,0.033,,0.0899,0.858,171.79,226640,4,-1
ZZ Top,Sharp Dressed Man,73,0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145,258027,4,10
MISSIO,Wolves,53,0.739,0.647,10,-8.643,0,0.069,0.0852,,0.237,0.19,119.991,223672,4,-1
Bahamas,No Wrong,46,0.816,0.241,7,-8.839,1,0.0841,0.764,0.000715,0.113,0.286,118.961,229080,4,-1
The Killers,My Own Soul‚Äôs Warning,60,0.355,0.963,7,-3.482,1,0.132,0.00133,0.00252,0.0859,0.0923,152.05,274453,4,-1
Bauhaus,She's In Parties,46,0.349,0.762,10,-13.643,0,0.121,0.000519,6.78E-05,0.111,0.383,132.067,231067,4,10
Gilad Kahana,◊ë◊ï◊¢◊î,4,0.689,0.55,,-6.298,1,0.0281,0.202,0.000172,0.126,0.581,112.625,228696,4,-1
RGB,Losing Patience,20,0.719,0.495,,-10.087,1,0.0387,0.0643,0.0614,0.493,0.302,121.994,227810,4,-1
Jazz,◊ú◊ê ◊®◊ï◊¶◊ô◊ù,15,0.695,0.503,8,-10.262,1,0.234,0.248,,0.105,0.598,80.826,138394,4,-1
My Chemical Romance,Teenagers,79,0.463,0.857,4,-3.063,1,0.0632,0.0506,,0.184,0.856,111.647,161920,4,9
My Morning Jacket,Highly Suspicious,32,0.776,0.573,5,-6.856,0,0.0577,0.0108,0.00138,0.0484,0.888,119.378,184893,4,4
Ehud Banai,◊¢◊ô◊® ◊û◊ß◊ú◊ò,28,0.577,0.881,9,-7.627,0,0.0288,6.05E-05,0.0269,0.172,0.963,149.103,304533,4,-1
Niladri Kumar,Mask,21,0.511,0.89,7,-8.58,0,0.0399,0.0534,0.925,0.412,0.25,99.013,4.958333333,4,-1
Unnikrishnan,Madhava Mamava,21,0.298,0.58,,-9.504,1,0.0522,0.704,,0.0997,0.37,143.974,6.241783333,4,9
The Grogans,Dead Weight,38,0.434,0.926,2,-7.418,1,0.0556,0.000451,0.014,0.0895,0.545,156.977,223163,4,10
Guy Zu-Aretz,◊î◊ô◊ô,23,0.531,0.333,10,-9.37,1,0.0339,0.892,3.62E-05,0.11,0.328,75.844,206000,4,-1
Izabo,Cook me,18,0.63,0.951,11,-3.771,0,0.0734,0.211,0.000257,0.181,0.867,144.17,220973,4,-1
Luscious Jackson,Naked Eye,52,0.737,0.657,4,-10.962,0,0.0284,0.0863,0.0339,0.0953,0.76,131.022,280693,4,-1
Boy 8-Bit,Suspense Is Killing Me,19,0.962,0.253,5,-11.178,0,0.335,0.00578,,0.0751,0.137,127.003,293883,4,-1
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",80,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25E-06,0.0925,0.341,136.571,4.69355,4,-1
Weakened Friends,Peel,32,0.546,0.853,4,-5.361,0,0.064,0.000198,1.05E-05,0.069,0.771,128.056,147293,4,6
Mukesh,Diwano Se Mat Poochho,24,0.38,0.555,6,-10.566,1,0.0739,0.828,7.66E-05,0.135,0.541,81.497,3.62845,4,-1
Genesis,Abacab - 2007 Digital Remaster,46,0.699,0.677,,-9.233,1,0.0319,0.016,0.266,0.0547,0.177,130.784,416307,4,-1
Carakukly,◊î◊õ◊ú ◊ê◊ï◊™◊ï ◊ì◊ë◊®,42,0.583,0.338,5,-9.577,0,0.0352,0.795,,0.347,0.239,124.623,240960,4,-1
Franc Moody,Losing Touch,54,0.918,0.638,5,-6.796,0,0.135,0.0461,0.6,0.1,0.751,124.017,235263,4,-1
Five,Slam Dunk (Da Funk),44,0.721,0.923,2,-3.986,1,0.0444,0.023,0.0023,0.206,0.861,100.044,216000,4,-1
Rob Zombie,Dead City Radio And The New Gods Of Supertown,50,0.514,0.955,,-3.865,1,0.0857,0.000434,4.41E-05,0.461,0.463,138.024,208013,4,8
Mystic Prophecy,Dracula,41,0.474,0.925,1,-4.483,1,0.0653,3.84E-06,0.000109,0.139,0.528,94.975,201960,4,8
Bastille,Bad Blood,55,0.663,0.777,5,-5.496,0,0.0375,0.0157,0.00829,0.0755,0.94,143.003,212613,4,-1
Backstreet Boys,More Than That,55,0.58,0.729,4,-6.705,0,0.0287,0.0102,,0.0805,0.483,80.061,3.748883333,4,-1
Richie Kotzen,The Damned,39,0.479,0.939,11,-3.826,0,0.059,0.0417,3.66E-06,0.323,0.547,93.047,279086,4,2
Ghostemane,Hydrochloride,59,0.582,0.692,7,-5.542,0,0.0564,0.000144,0.873,0.334,0.282,95.015,147182,4,8
Queen,Bohemian Rhapsody - Remastered 2011,82,0.414,0.404,,-9.928,0,0.0499,0.271,,0.3,0.224,71.105,354320,4,10
Me & You,Field Guide,34,0.63,0.437,9,-9.804,1,0.0428,0.673,4.40E-06,0.111,0.755,121.476,2.288466667,4,-1
The Hunna,Bad Place,56,0.648,0.564,9,-3.972,1,0.0322,0.216,,0.0854,0.357,132.932,139729,4,-1
Pond,Waiting Around For Grace,48,0.298,0.879,1,-5.084,0,0.0721,0.000284,2.33E-05,0.174,0.382,122.315,309524,4,10
Arrested Youth,98 Degrees,58,0.679,0.804,6,-3.886,1,0.0439,0.0857,5.97E-06,0.19,0.64,80.981,167127,4,-1
Bleachers,Stop Making This Hurt,54,0.691,0.864,,-7.206,1,0.0417,0.0766,,0.0853,0.756,109.201,199627,4,-1
LITE,Echolocation,34,0.558,0.842,8,-4.642,1,0.0309,0.0889,0.0835,0.0939,0.722,130.015,234813,4,10
Roc√≠o Jurado,Un Clavel,36,0.603,0.682,4,-1.268,0,0.0312,0.648,,0.533,0.65,115.468,220120,3,-1
TANUKI,Ganbare,41,0.632,0.843,9,-5.605,1,0.224,0.00046,0.768,0.183,0.699,134.907,183536,4,9
Trippie Redd,Miss The Rage (feat. Playboi Carti),88,0.584,0.859,8,-5.616,1,0.121,0.0144,,0.847,0.369,77.005,236883,4,-1
James Blake,Are You Even Real?,60,0.289,0.619,,-5.97,1,0.125,0.877,0.0298,0.397,0.197,72.139,231807,3,-1
Screaming Trees,Nearly Lost You,55,0.166,0.971,7,-5.231,1,0.119,3.84E-05,6.15E-05,0.21,0.434,202.234,247093,4,-1
Rob Frye,Innercosmos,14,0.243,0.57,1,-20.326,1,0.667,0.753,0.261,0.0942,0.0396,75.512,214653,4,-1
Swearin',Grow into a Ghost,25,0.326,0.897,1,-6.622,0,0.0793,0.0093,0.288,0.115,0.401,164.741,191493,4,6
VTSS,To Whom All Lovers,32,0.705,0.804,1,-10.024,1,0.0815,0.181,0.262,0.0951,0.319,115.008,378192,4,-1
Skids,Into The Valley,45,0.332,0.707,7,-12.698,1,0.0361,1.20E-05,0.00612,0.11,0.652,144.815,199467,4,-1
Shlomi Shabat,◊û◊î ◊ê◊™◊î ◊¢◊ï◊ë◊®,40,0.681,0.341,10,-9.803,1,0.0369,0.844,3.20E-05,0.0982,0.222,123.867,202991,4,-1
Britney Spears,Shattered Glass,45,0.831,0.489,,-6.475,0,0.0533,0.0483,1.33E-05,0.074,0.376,120.054,2.873333333,4,9
Greta Van Fleet,Anthem,56,0.609,0.536,11,-8.076,1,0.0375,0.372,0.000484,0.108,0.469,154.067,281307,4,10
Adria Kain,Alone In Kenzo,51,0.76,0.387,7,-7.389,0,0.0277,0.406,0.00341,0.111,0.158,107.998,198512,4,-1
Twist,Going Home,35,0.614,0.389,4,-7.638,1,0.0273,0.0452,0.206,0.1,0.389,103.995,281859,4,-1
SpotemGottem,Beat Box (feat. Young M.A) - Freestyle,67,0.797,0.446,1,-6.078,1,0.394,0.0306,,0.0915,0.234,160.095,209932,4,-1
Kardinal Offishall,Dangerous,79,0.949,0.79,8,-5.957,1,0.0756,0.00437,,0.0816,0.807,117.002,246053,4,-1
INXS,Guns In The Sky,41,0.651,0.847,4,-5.037,1,0.0683,0.0418,3.04E-05,0.0795,0.655,100.953,141667,4,-1
Volga,Sister,31,0.555,0.662,7,-8.373,1,0.0379,0.102,0.0317,0.101,0.271,84.875,137520,4,10
Peled,◊°◊ò◊†◊í◊î,25,0.814,0.589,8,-8.126,1,0.246,0.168,,0.319,0.745,123.093,165893,4,-1
benny blanco,You (with Marshmello & Vance Joy) - Acoustic,57,0.579,0.299,11,-8.104,1,0.0661,0.855,,0.133,0.315,133.037,151674,5,-1
Rising Insane,Meant to Live,41,0.453,0.978,4,-5.468,0,0.0752,2.69E-05,0.000109,0.0698,0.308,141.979,233239,4,8
KAHLLA,Anything at All,28,0.653,0.722,11,-7.481,0,0.077,0.519,0.145,0.177,0.687,160.021,204000,4,-1
Death From Above 1979,One + One,49,0.508,0.797,8,-8.07,1,0.123,0.000457,0.0539,0.095,0.516,149.969,226296,4,10
Larkin Poe,Holy Ghost Fire,48,0.522,0.811,4,-5.343,0,0.0372,0.0263,,0.299,0.466,92.889,202917,4,2
Mott The Hoople,All the Young Dudes,64,0.429,0.668,4,-7.539,0,0.044,0.208,,0.538,0.398,77.737,211067,4,10
Manna Dey,Ae Bhai Zara Dekh Ke Chalo,22,0.429,0.835,8,-8.69,0,0.166,0.655,0.383,0.192,0.417,86.227,6.03445,4,9
America,A Horse with No Name,77,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,252240,4,10
Royal Blood,Oblivion,68,0.642,0.823,4,-3.68,0,0.0612,0.000281,0.00211,0.216,0.826,112.005,161253,4,10
Topaz Jones,Herringbone,39,0.667,0.844,1,-5.415,1,0.238,0.0337,,0.102,0.519,107.888,164943,4,-1
Sepultura,Roots Bloody Roots,61,0.428,0.874,4,-6.664,0,0.128,0.000337,0.0419,0.311,0.261,119.708,212253,4,8
Japandroids,North East South West,37,0.167,0.953,7,-2.919,1,0.0694,0.0472,,0.0941,0.46,145.06,260867,4,10
Okolo Poludnya,Gulyat,28,0.641,0.924,2,-5.976,1,0.2,0.012,0.361,0.266,0.57,140.004,326143,4,-1
TaTTu,Indian Tales - Love Is in the Rain,14,0.519,0.542,1,-7.99,1,0.0481,0.491,0.251,0.355,0.162,140.09,4.114283333,4,-1
CSS,"Music Is My Hot, Hot Sex",44,0.741,0.717,8,-5.578,0,0.0446,0.016,0.00126,0.0607,0.899,100.011,187027,4,1
Bruce Springsteen,Tougher Than the Rest,61,0.6,0.514,5,-11.178,1,0.0249,0.2,0.000774,0.107,0.603,98.957,4.56445,4,-1
Reignwolf,Over & Over,48,0.476,0.861,10,-7.358,0,0.5,0.0169,0.000287,0.237,0.0861,95.231,209029,4,2
Bullet For My Valentine,Waking the Demon,48,0.306,0.995,2,-3.203,1,0.1,2.98E-05,0.00859,0.254,0.135,127.908,247693,4,8
The Jam,The Eton Rifles - Single Edit,37,0.424,0.873,9,-6.13,0,0.0434,0.00451,0.0202,0.109,0.82,157.403,208041,4,9
HOKO,Big Mistake,41,0.572,0.697,7,-6.352,1,0.269,0.00083,0.0307,0.0752,0.446,183.82,152413,4,-1
Psychic ÊÅã‰∫∫,„Ç∑„Éº„Çµ„Ç§„Éâ Passion,37,0.535,0.604,7,-14.528,1,0.0472,0.0746,,0.162,0.297,88.893,357408,4,-1
Ravid Plotnik,◊û◊û◊©◊ú◊î ◊ñ◊î ◊§◊©◊¢ ◊û◊ê◊ï◊®◊í◊ü (◊†◊¶'◊ô ◊†◊¶'),31,0.475,0.499,5,-7.569,0,0.0681,0.279,3.58E-05,0.453,0.338,109.689,209853,1,-1
Megadeth,A Tout Le Monde - Remastered 2004,64,0.272,0.747,5,-4.86,0,0.0401,0.000393,4.03E-05,0.16,0.255,202.777,262133,4,8
L.A. Rats,I‚Äôve Been Everywhere,,0.618,0.966,7,-4.832,1,0.0679,0.000528,0.682,0.674,0.55,112.019,239681,4,-1
Underwing,We Lie Awake,16,0.277,0.881,,-5.086,0,0.0492,5.34E-05,0.000334,0.0943,0.389,103.489,342500,3,10
Khary,"Goodbye, Summer",46,0.795,0.653,5,-5.756,1,0.0965,0.209,,0.325,0.84,140.044,194571,4,1
Eyal Golan,◊û◊ô◊ú◊ô◊ï◊ü ◊ê◊ï ◊ì◊ï◊ú◊®,33,0.677,0.881,5,-4.209,0,0.0272,0.271,,0.342,0.909,108.986,237600,4,-1
Jeremiah Fraites,Arrival,39,0.467,0.117,11,-24.746,0,0.0345,0.977,0.886,0.0947,0.199,126.188,273707,4,-1
WILLOW,Time Machine,5,0.612,0.529,3,-6.076,1,0.042,0.439,,0.132,0.407,81.474,143640,3,-1
Elvis Presley,Heartbreak Hotel,60,0.696,0.21,4,-11.922,1,0.067,0.84,1.62E-06,0.107,0.717,93.543,2.126,4,10
DMX,Slippin',67,0.475,0.576,10,-8.061,0,0.397,0.0421,,0.933,0.555,87.33,305467,4,5
Zehava Ben,◊ê◊î◊ë◊î ◊ê◊°◊ï◊®◊î,21,0.418,0.553,11,-5.395,0,0.0362,0.412,,0.154,0.238,80.857,241707,4,-1
Two Friends,This Will Be My Year,56,0.498,0.745,7,-4.231,1,0.0388,0.2,,0.338,0.504,75.974,180618,4,-1
Cajun Dance Party,Amylase,42,0.105,0.947,5,-1.767,1,0.0806,0.00061,4.61E-05,0.0911,0.339,160.817,221507,4,-1
Hellripper,Beyond the Convent Walls,25,0.213,0.997,1,-2.812,1,0.254,0.000205,0.000857,0.0648,0.0375,97.048,269487,4,8
Ozzy Osbourne,Crazy Train,78,0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,293183,4,8
Beck,Blue Moon,53,0.685,0.645,,-6.73,1,0.0256,0.182,0.00532,0.138,0.461,119.936,242347,4,0
Jesse Roper,The Hurricane's Eye,40,0.357,0.658,9,-8.197,1,0.0621,0.0078,0.00274,0.132,0.227,164.221,215912,4,2
The OBGMs,Outsah,32,0.46,0.949,7,-5.59,1,0.084,0.00141,0.304,0.234,0.214,146.051,113752,4,6
Brandon Flowers,Only The Young,55,0.616,0.549,10,-7.489,0,0.0254,0.313,0.0505,0.13,0.179,92.378,258533,4,-1
Zehava Ben,◊ê◊ï◊ú◊ô ◊ë◊¢◊ï◊ú◊ù ◊ê◊ó◊®,46,0.599,0.434,3,-6.897,0,0.035,0.473,,0.447,0.156,129.855,213000,4,-1
Grand Wizard Theodore,Subway Theme,35,0.829,0.852,2,-4.655,1,0.346,0.351,0.000109,0.324,0.713,103.127,173307,4,5
Hayd,Closure,64,0.696,0.106,2,-16.185,1,0.0458,0.967,,0.292,0.35,124.168,196277,4,-1
Chad VanGaalen,Starlight,39,0.516,0.733,,-5.575,0,0.0337,0.155,0.00304,0.294,0.139,113.213,239804,4,-1
Gun,Better Days,42,0.494,0.656,9,-8.672,1,0.138,0.505,0.00044,0.371,0.331,86.154,232013,4,0
Robert Cray,This Man,49,0.759,0.852,10,-6.535,0,0.0448,0.774,0.0267,0.0917,0.889,80.619,306533,4,2
Band of Horses,No One's Gonna Love You,62,0.313,0.894,1,-3.579,1,0.0294,0.122,,0.0925,0.363,149.044,217333,4,-1
Brandon Jack & The Artifacts,four days,29,0.516,0.948,2,-3.994,1,0.0644,0.0279,0.0564,0.15,0.957,170.087,130329,4,-1
Talking Heads,Psycho Killer - 2005 Remaster,73,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,261413,4,-1
Lomelda,Wonder,41,0.505,0.497,1,-8.672,1,0.0259,0.142,0.0343,0.0944,0.693,77.503,131630,3,-1
Big Walter Horton,Have A Good Time,31,0.642,0.599,11,-14.734,0,0.277,0.0146,0.00238,0.164,0.889,155.9,228533,4,2
Queen,The Miracle - Remastered 2011,56,0.704,0.792,,-6.94,1,0.0422,0.188,0.0155,0.328,0.563,119.994,237680,4,10
Fibre,Here's to You,39,0.674,0.843,1,-7.247,1,0.198,0.347,0.425,0.289,0.468,120.976,188926,4,9
Olivia Lunny,Bedsheets,43,0.531,0.387,3,-12.846,1,0.0408,0.164,0.000312,0.106,0.369,98.021,174333,1,-1
